fact,explanation,action,gen_time
"[-0.443286, 1.1417785, 0.10940405, 0.018824177, 0.0076647303, 0.011425167, 0.0, 0.0]","[-0.00798397, 1.4012613, -0.40379256, -0.22747612, 0.009157993, 0.09052347, 0.0, 0.0]",0,4.460716247558594
"[0.24943963, 1.2462335, 0.25400722, -0.1353353, 0.10719238, -0.07635565, 0.0, 0.0]","[0.010092449, 1.4298251, 0.5073534, 0.43607318, -0.011997473, -0.1223493, 0.0, 0.0]",2,76.38232064247131
"[-0.23755121, 0.6451654, -0.070526704, -0.040266614, 0.003205998, 0.00585261, 0.0, 0.0]","[0.008404923, 1.4217066, 0.42300424, 0.2545447, -0.00992455, -0.10070318, 0.0, 0.0]",2,63.081987619400024
"[0.026484394, 1.2598821, 0.034412194, -0.024378506, 0.025634242, -0.020026293, 0.0, 0.0]","[-0.002430439, 1.427474, -0.11570422, 0.35515058, 0.00047616797, -0.01989143, 0.0, 0.0]",2,39.15741801261902
"[0.3993724, 1.0443795, 0.21567182, -0.4197113, -0.8694099, -1.2450675, 0.0, 0.0]","[0.008900261, 1.3884571, 0.4546463, -0.51201576, -0.011647805, -0.13067515, 0.0, 0.0]",3,88.99369645118713
"[-0.13735342, 1.2118549, 0.066094756, -0.05070495, -0.0030693254, 0.02699608, 0.0, 0.0]","[0.0023900033, 1.4077584, 0.12086918, -0.08309522, -0.002732763, -0.027096966, 0.0, 0.0]",0,6.523037672042847
"[-0.27349225, 0.6699353, 0.036074404, -0.048787188, -0.0062073357, 0.038225863, 0.0, 0.0]","[0.014870644, 1.4186151, 0.7520675, 0.15810367, -0.017037958, -0.1685997, 0.0, 0.0]",0,5.56788969039917
"[0.016207123, 0.88798743, 0.010778579, -0.008037621, 0.03504072, -0.06411026, 0.0, 0.0]","[-0.0071097375, 1.413053, -0.36640877, 0.03455907, 0.010344682, 0.12544517, 0.0, 0.0]",2,56.063475370407104
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[-0.007924843, 1.4258733, -0.40146065, 0.34113854, 0.009018513, 0.08858583, 0.0, 0.0]",2,42.80282926559448
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[-0.012638664, 1.4084975, -0.6347486, -0.06662839, 0.013062678, 0.11399339, 0.0, 0.0]",2,62.40726447105408
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[0.009825135, 1.4058911, 0.49700633, -0.09791004, -0.011265031, -0.1116208, 0.0, 0.0]",0,5.474767208099365
"[-0.070523165, 0.8522278, -0.07594161, -0.07056759, -0.01444758, -0.024165548, 0.0, 0.0]","[-0.0031677247, 1.4141678, -0.16021752, 0.059327308, 0.0036377336, 0.035919327, 0.0, 0.0]",2,59.945383071899414
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[-0.008852005, 1.3885422, -0.44176656, -0.4862273, 0.010966103, 0.115082465, 0.0, 0.0]",2,39.39092659950256
"[-0.13713054, 1.2100695, -0.08257506, 0.026453853, -0.16062933, -0.008334995, 0.0, 0.0]","[0.0077958107, 1.4165723, 0.39425611, 0.11275235, -0.008928667, -0.08838484, 0.0, 0.0]",0,13.639834880828857
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[-0.001864338, 1.4100487, -0.09779286, -0.003385672, 0.0016817979, 0.012807347, 0.0, 0.0]",2,71.23053932189941
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[0.00939703, 1.4219072, 0.46859318, 0.2555683, -0.011673618, -0.1230011, 0.0, 0.0]",2,55.01089286804199
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[-0.0087451935, 1.4159433, -0.44229063, 0.09876929, 0.01003063, 0.09915612, 0.0, 0.0]",2,57.92104172706604
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[0.015520382, 1.4061304, 0.7801812, -0.08910776, -0.018461172, -0.18829392, 0.0, 0.0]",2,50.00024914741516
"[-0.19570485, 0.75212544, -0.033212733, -0.020246172, 0.006177827, 0.041968532, 0.0, 0.0]","[0.015981292, 1.4077845, 0.8150036, -0.08247723, -0.020480238, -0.22562924, 0.0, 0.0]",2,47.4522442817688
"[-0.23425703, 1.2289426, 0.03832335, -0.05661775, 0.51981914, -0.02077641, 0.0, 0.0]","[0.01377325, 1.4169611, 0.70176685, 0.121553615, -0.01744637, -0.19029061, 0.0, 0.0]",3,109.07409358024597
"[-0.07999544, 0.79617447, -0.0033436469, 0.011205609, -0.0010109661, 0.023952337, 0.0, 0.0]","[-0.0027636527, 1.4030812, -0.13977921, -0.18702824, 0.0031744568, 0.031335913, 0.0, 0.0]",0,1.9359986782073975
"[0.011117649, 1.3799152, 0.06938295, -0.03748898, 0.013380609, 0.015914856, 0.0, 0.0]","[0.009197903, 1.407634, 0.46517205, -0.08588065, -0.010535937, -0.10428451, 0.0, 0.0]",2,23.168697118759155
"[-0.22303705, 0.84326434, -0.044830404, -0.06913255, -0.023508195, 0.015654951, 0.0, 0.0]","[0.0046691895, 1.4321887, 0.23449306, 0.4943096, -0.0055796667, -0.05719815, 0.0, 0.0]",2,49.56791710853577
"[0.026107216, 0.51886463, -0.0325702, 0.01949098, -0.052167404, -0.06499456, 0.0, 0.0]","[0.010882187, 1.3952831, 0.5500351, -0.34211132, -0.01252864, -0.12453486, 0.0, 0.0]",2,42.579434871673584
"[-0.10365973, 1.0671974, -0.03473298, -0.034565043, -0.0072124735, -0.011421515, 0.0, 0.0]","[0.0011946678, 1.3923142, 0.06041224, -0.4262783, -0.0013626909, -0.013545727, 0.0, 0.0]",3,125.712806224823
"[-0.4277535, 0.5647078, -0.07749085, -0.03509439, -0.024562802, 0.0039706114, 0.0, 0.0]","[0.021391774, 1.4024155, 0.71802837, -0.13257663, -0.020325636, -0.09961185, 0.0, 0.0]",2,67.33322238922119
"[-0.1113287, 0.98331785, 0.0024347878, -0.020758333, -0.0042161066, 0.020775734, 0.0, 0.0]","[-0.0069624903, 1.4330537, -0.35089794, 0.5089323, 0.008171659, 0.08230664, 0.0, 0.0]",2,49.19563961029053
"[0.042613886, 1.4534903, 0.15164554, -0.0880397, 0.021062948, 0.041794218, 0.0, 0.0]","[-0.008773041, 1.4252363, -0.43660456, 0.30525875, 0.0077871275, 0.052861173, 0.0, 0.0]",3,86.60971069335938
"[-0.036515236, 0.7474328, -0.02287512, -0.011729638, -0.008463445, 0.02021243, 0.0, 0.0]","[-0.01581564, 1.3970358, -0.7952963, -0.3216196, 0.016666964, 0.1492528, 0.0, 0.0]",0,1.8806257247924805
"[0.006350803, 1.1840603, -0.08442872, -0.071893625, -0.0017853065, -0.016051728, 0.0, 0.0]","[-0.00863781, 1.4172447, -0.4374327, 0.14181668, 0.009841941, 0.09677453, 0.0, 0.0]",2,48.73697090148926
"[0.30476227, 1.5467179, 0.5698608, 0.25122258, 0.2593881, 0.23131879, 0.0, 0.0]","[0.0006205559, 1.4178244, 0.03670632, 0.1619868, 7.600812e-06, 0.005822861, 0.0, 0.0]",2,78.81819987297058
"[0.04791536, 0.79283154, -0.025329128, -0.021563418, -0.00375322, 0.0268515, 0.0, 0.0]","[-0.012169647, 1.3890269, -0.61081994, -0.46459293, 0.0146190375, 0.15002796, 0.0, 0.0]",2,40.978750228881836
"[-0.021341037, 1.1382695, -0.119673036, -0.13939242, -0.00506239, -0.0025763442, 0.0, 0.0]","[0.00222044, 1.4202796, 0.11229155, 0.195139, -0.0025382761, -0.025172297, 0.0, 0.0]",3,82.14657235145569
"[0.4209072, 1.1222017, -0.004075591, 0.024407608, -0.02132604, -0.3053627, 0.0, 0.0]","[0.008986378, 1.4317327, 0.46077928, 0.44973984, -0.012313239, -0.14325777, 0.0, 0.0]",2,66.13908195495605
"[-0.101529025, 1.1826898, 0.025308285, -0.03497264, -0.0033990904, 0.023847852, 0.0, 0.0]","[-0.00089187623, 1.4225335, -0.05284851, 0.27274686, -3.0451715e-06, -0.008518615, 0.0, 0.0]",2,70.83828210830688
"[0.24039832, 1.1271192, 0.14919427, -0.14707226, 0.11985551, -0.17910478, 0.0, 0.0]","[-0.014867688, 1.4009887, -0.75456446, -0.21647964, 0.016720172, 0.16268942, 0.0, 0.0]",2,53.09523272514343
"[-0.4943734, 1.0808185, -0.0018660724, 0.014294328, -0.0141204465, 0.008561559, 0.0, 0.0]","[0.007990837, 1.4187365, 0.40348452, 0.18142222, -0.009252999, -0.092441455, 0.0, 0.0]",2,69.2330093383789
"[-0.33361015, 1.2315823, 0.037793897, 0.010427761, 0.014047296, 0.06557995, 0.0, 0.0]","[0.015902137, 1.392027, 0.8042345, -0.4327214, -0.018220436, -0.18029934, 0.0, 0.0]",3,94.14507699012756
"[0.49162054, 1.122683, 0.08751939, -0.5164966, -0.20872985, 0.0031061042, 0.0, 0.0]","[0.013246154, 1.4185071, 0.6646587, 0.15581666, -0.0134917395, -0.11568159, 0.0, 0.0]",0,4.742633581161499
"[-0.43163624, 1.0560172, -0.11181257, -0.007067552, -0.04843891, -0.022470552, 0.0, 0.0]","[-0.014140129, 1.4124197, -0.7151389, 0.020437514, 0.01621429, 0.1603234, 0.0, 0.0]",0,9.008220672607422
"[-0.06381579, 1.386231, -0.14257622, -0.18352409, -0.024890104, 0.0898139, 0.0, 0.0]","[0.0217618, 1.4091324, 0.7323941, -0.05253068, -0.027416185, -0.17261405, 0.0, 0.0]",3,114.88560271263123
"[0.32772142, 1.1844779, 0.1204461, -0.29549783, -0.05123726, 0.14467093, 0.0, 0.0]","[0.005722237, 1.3926098, 0.2958222, -0.39313504, -0.00570527, -0.04961113, 0.0, 0.0]",0,12.827704429626465
"[0.14893503, 1.259337, 0.19098474, -0.12892176, 0.042642713, -0.015056988, 0.0, 0.0]","[0.0041298866, 1.4101892, 0.20495102, 0.0033509915, -0.005262099, -0.056508143, 0.0, 0.0]",2,46.24456024169922
"[-0.29220852, 0.5959593, 0.05426737, -0.06695173, 0.059615925, 0.08899729, 0.0, 0.0]","[-0.009550095, 1.4218241, -0.47563678, 0.2428187, 0.011950132, 0.12630385, 0.0, 0.0]",2,41.40122365951538
"[-0.29391447, 1.1893073, 0.007068685, -0.057622824, -0.0026439785, 0.027070444, 0.0, 0.0]","[0.010644054, 1.4269997, 0.5358299, 0.37611517, -0.012557673, -0.12730867, 0.0, 0.0]",2,40.01393723487854
"[-0.086760424, 1.441869, -0.27399185, -0.29483974, 0.008556975, 0.021801101, 0.0, 0.0]","[0.0041861534, 1.4337165, 0.2167789, 0.5179924, -0.004122867, -0.03540313, 0.0, 0.0]",2,55.76164245605469
"[0.052484415, 0.7392225, -0.006205113, 0.017374855, -7.993629e-05, 0.016018385, 0.0, 0.0]","[-0.0022060394, 1.3897002, -0.10432847, -0.48412687, 0.00021119199, -0.022593671, 0.0, 0.0]",0,3.785305976867676
"[-0.40689954, 1.1843698, -0.9436329, 0.29962274, 0.046085045, -0.03134531, 0.0, 0.0]","[-0.011530113, 1.4326316, -0.57572675, 0.49001688, 0.014236626, 0.14907667, 0.0, 0.0]",2,38.714759826660156
"[-0.15234861, 1.177562, 0.027750319, -0.039072726, -0.01344975, 0.094680145, 0.0, 0.0]","[0.012683773, 1.4265764, 0.6349293, 0.33488315, -0.012436223, -0.10088708, 0.0, 0.0]",3,75.93744587898254
"[-0.06242504, 1.088587, -0.105342664, -0.13077967, -0.021030266, 0.017434614, 0.0, 0.0]","[-0.022614669, 1.3792636, -0.74979264, -0.480585, 0.025449501, 0.1420741, 0.0, 0.0]",2,60.576545000076294
"[-0.41775927, 1.1571492, -0.0049159825, 0.024152283, 0.0006119376, -0.0023346036, 0.0, 0.0]","[0.0039277077, 1.4134204, 0.20387554, 0.04264561, -0.0061776503, -0.07899537, 0.0, 0.0]",0,1.8300790786743164
"[0.12972288, 0.78893155, -0.015083067, -0.005825723, -0.0036756666, -0.021546282, 0.0, 0.0]","[-0.008084965, 1.410964, -0.41452223, -0.0118697975, 0.011075696, 0.12857981, 0.0, 0.0]",2,39.21660494804382
"[0.2177495, 0.8775015, 0.067232594, -0.008001284, 0.053088006, -0.005262835, 0.0, 0.0]","[0.0017227173, 1.3897578, 0.08711554, -0.4830872, -0.0019679207, -0.019532502, 0.0, 0.0]",0,6.395033597946167
"[-0.020371724, 0.65596575, -0.02663515, -0.0019190757, -0.006843266, -0.0010705525, 0.0, 0.0]","[-0.008905697, 1.40265, -0.44544944, -0.19650045, 0.008622404, 0.068361044, 0.0, 0.0]",0,2.65547251701355
"[-0.40752238, 1.1502584, 0.043021366, -0.0001417446, 0.022063147, -0.009157521, 0.0, 0.0]","[0.0042860983, 1.4282217, 0.21654415, 0.39989367, -0.0049469923, -0.049352035, 0.0, 0.0]",2,35.08598709106445
"[0.15924892, 0.84790236, -0.022035059, -0.0039619384, 0.001108377, 0.025281325, 0.0, 0.0]","[-0.015235615, 1.3905919, -0.76885045, -0.45237747, 0.017713388, 0.17716981, 0.0, 0.0]",2,45.21993947029114
"[0.441078, 0.83527523, 0.37934235, -0.8804453, -1.2522869, -1.5189023, 0.0, 0.0]","[-0.0019129753, 1.4027896, -0.0904521, -0.19335958, 0.0001757741, -0.019762922, 0.0, 0.0]",3,123.72672438621521
"[0.11815472, 0.90432286, -0.004011851, -0.01882139, 0.011383004, -0.041331515, 0.0, 0.0]","[-0.012969112, 1.3967012, -0.6558582, -0.31433758, 0.014896484, 0.14751832, 0.0, 0.0]",2,80.91591334342957
"[0.05632038, 0.93527573, 0.026268873, -0.008913982, 0.035061453, -0.004383016, 0.0, 0.0]","[0.010518074, 1.4029307, 0.5245234, -0.16222398, -0.01306902, -0.13771656, 0.0, 0.0]",2,41.7811074256897
"[-0.2883427, 1.1434755, -0.31694528, -0.09231198, 0.0007330963, -0.12032477, 0.0, 0.0]","[-0.0071063996, 1.4279879, -0.35601717, 0.39040568, 0.0086227935, 0.0890994, 0.0, 0.0]",2,53.64704084396362
"[0.009173393, 1.2726536, 0.033939835, -0.03565967, 0.010497631, -0.006126234, 0.0, 0.0]","[-0.011513138, 1.4006037, -0.58271545, -0.22238038, 0.013166132, 0.12990487, 0.0, 0.0]",2,55.18090558052063
"[-0.45769817, 1.1064649, -0.025081908, -0.007563028, -0.010754443, -0.02688245, 0.0, 0.0]","[-0.010733033, 1.4072015, -0.53587663, -0.080963664, 0.013253514, 0.13877232, 0.0, 0.0]",2,42.36909294128418
"[0.15670928, 0.92071766, 0.0076075895, 0.0328391, 0.008152665, 0.01899676, 0.0, 0.0]","[0.0055217743, 1.4205859, 0.27925283, 0.20193815, -0.0063222493, -0.06260237, 0.0, 0.0]",3,116.66757893562317
"[0.30617276, 1.2929357, 0.053407054, -0.07496157, 0.25465482, -0.32107204, 0.0, 0.0]","[0.014123345, 1.425508, 0.7172493, 0.34481594, -0.015827538, -0.15381175, 0.0, 0.0]",2,65.66070818901062
